date,uClose,uOpen,uHigh,uLow,uVolume,close,open,high,low,volume,change,changePercent,label,changeOverTime
2015-09-04,46.23,45.96,45.52,45.48,115892,45.28,46,47.24,45.59,116725,-1.1,-2.5159,"Sep 4, 15",0.217529
2015-09-08,47.3,45.11,47.99,45.78,224738,48.6,45.48,48.48,45.15,225937,2.38,5.2914,"Sep 8, 15",0.271749
2015-09-09,46.93,49,49,46.49,188358,46.31,48,48,48.35,181558,-0.73,-1.6141,"Sep 9, 15",0.251163
2015-09-10,49.02,46.91,47.96,46.45,233026,47.66,48.48,47.94,46.26,241232,0.75,1.659,"Sep 10, 15",0.283486
2015-09-11,49.18,47.85,49.8,46.64,577913,50.09,47.33,50.1,47.96,577138,2.3,4.7396,"Sep 11, 15",0.338827
2015-09-14,48.96,49.3,50.89,48.35,394193,48.33,49.27,51.26,48.05,398825,-1.74,-3.5887,"Sep 14, 15",0.284715
2015-09-15,50.34,47.91,50.07,47.4,234414,49.01,47.94,49.5,49.1,235996,0.6,1.3107,"Sep 15, 15",0.300599
2015-09-16,50.3,50.36,50.3,49.5,202423,49,49.41,49.1,48.21,204684,0.67,1.3735,"Sep 16, 15",0.322527
2015-09-17,50.78,48.8,51.7,49.55,413361,51.72,50.6,51.5,49.96,420837,2.07,4.2589,"Sep 17, 15",0.373068
2015-09-18,53.24,52.1,54.51,51.7,838473,54.14,51.2,52.53,50.94,809454,1.09,2.1251,"Sep 18, 15",0.406232
2015-09-21,52.74,53.5,54.4,51,686263,51.94,52.7,54.9,51,678178,0.2,0.3886,"Sep 21, 15",0.418303
2015-09-22,51.59,53.32,51.82,51.68,186632,53.27,51.97,52.97,52.23,186529,-0.49,-0.9351,"Sep 22, 15",0.404745
2015-09-23,52.19,51.53,52.91,51.41,678445,52.74,51.54,54.22,51.15,687115,-0.44,-0.8526,"Sep 23, 15",0.398325
2015-09-24,50.46,51.5,51.3,50.25,244715,52.12,52.75,52.85,51.02,240105,-0.97,-1.8787,"Sep 24, 15",0.36827
2015-09-25,49.88,51.96,52.13,49.01,364409,50,51.55,51.75,48.57,372548,-1.7,-3.2989,"Sep 25, 15",0.321679
2015-09-28,48.69,48,50.45,49.68,352701,49.31,49,49.6,49.11,358676,-0.49,-1.0152,"Sep 28, 15",0.311178
2015-09-29,49.9,48.42,49.23,48.18,327504,49.8,47.87,48.92,48.05,317078,-0.46,-0.9718,"Sep 29, 15",0.29335
2015-09-30,48.33,49.15,49.6,47.4,385726,48.52,49.64,49.8,46.3,390632,-1.14,-2.4173,"Sep 30, 15",0.262491
2015-10-01,47.08,48.25,47.07,45.87,427459,46.16,46.68,47.02,46.01,422222,-0.66,-1.425,"Oct 1, 15",0.246832
2015-10-02,48.01,46.46,48.6,46.75,154110,46.9,47.51,47.63,45.07,153439,0.7,1.5854,"Oct 2, 15",0.264573
2015-10-05,47.91,47.55,48.03,48.65,259495,47.97,48.46,48.51,46.89,257989,1.17,2.5111,"Oct 5, 15",0.29875
2015-10-06,49.37,48.01,50.59,46.74,181727,49.5,48.48,49.61,47.57,182853,-0.35,-0.7538,"Oct 6, 15",0.293678
2015-10-07,49.09,47.55,48.59,47.39,164354,49.35,47.63,48.87,47.89,160780,0.05,0.1065,"Oct 7, 15",0.288726
2015-10-08,49.01,48.27,48.9,46.6,141381,47.56,48.58,48.62,47.97,137861,0.06,0.1281,"Oct 8, 15",0.285849
2015-10-09,49.27,49.25,50.2,49.3,202521,48.95,48.9,49.6,49,202939,1.25,2.6268,"Oct 9, 15",0.3235
2015-10-12,50.8,50.7,51.06,48.62,128960,51.2,50,51.81,50.43,129480,0.25,0.5176,"Oct 12, 15",0.325993
2015-10-13,49.62,49.4,49.24,49.29,145164,49.21,50.4,50.06,49.13,145115,-0.43,-0.8735,"Oct 13, 15",0.317274
2015-10-14,48.91,49.21,50.42,47.43,130542,48.11,48.72,50.92,47.06,131961,-0.47,-0.9513,"Oct 14, 15",0.307111
2015-10-15,49.37,50.25,51.1,48.97,220980,49.55,50.56,49.78,49.6,218892,0.72,1.5147,"Oct 15, 15",0.32951
2015-10-16,49.53,49.16,49.59,48.68,210693,50.35,50.02,49.71,49.12,207848,0.76,1.5424,"Oct 16, 15",0.34862
2015-10-19,50.9,51,52,50.08,151272,50.1,49.5,51,49.1,148785,0.34,0.6715,"Oct 19, 15",0.348817
2015-10-20,50.24,50.64,50.4,49.17,125441,49.63,51.61,51.96,50.21,124762,-1.09,-2.1446,"Oct 20, 15",0.322863
2015-10-21,49.43,49.59,49.83,47.55,129246,49.46,50.01,48.83,48.46,127525,-1.12,-2.2799,"Oct 21, 15",0.304392
2015-10-22,50.76,47.91,50.62,48.62,117568,49.83,48.89,49.81,49.24,119057,1.17,2.5371,"Oct 22, 15",0.329729
2015-10-23,49.84,49.49,51.15,50.09,204242,51.65,51.16,52.43,49.97,198651,0.64,1.3259,"Oct 23, 15",0.346367
2015-10-26,49.72,50.12,52,49.06,253216,51.14,50.79,51,49.51,249284,0.31,0.6541,"Oct 26, 15",0.361717
2015-10-27,49.35,50.7,51.53,49.19,230685,50.95,51.7,51.14,50.88,233347,-0.7,-1.4135,"Oct 27, 15",0.343649
2015-10-28,51.89,49.75,52.1,51.17,365117,52.52,49.53,51.15,50.27,370737,1.18,2.46,"Oct 28, 15",0.369827
2015-10-29,53,52.59,53,50.96,236566,52.7,50.2,52.4,51.07,234290,0.68,1.3634,"Oct 29, 15",0.396151
2015-10-30,52.9,53.04,53.13,51.65,387991,52.14,53.07,54.5,52.54,385974,1.11,2.202,"Oct 30, 15",0.412274
2015-11-02,52.75,52.63,54.69,50.15,381933,53.32,54.2,54.86,50.85,379945,0.55,1.0681,"Nov 2, 15",0.428383
2015-11-03,54.56,53.85,54.47,51.39,346695,53.99,54.08,53.31,51.68,340123,-0.32,-0.6086,"Nov 3, 15",0.41489
2015-11-04,54.23,52.66,54.02,53.97,465989,54.99,54.23,55.73,52.39,457064,1,1.967,"Nov 4, 15",0.45566
2015-11-05,56.08,56.44,60.15,52.61,672853,53.65,54.82,58.96,52.09,677545,0.55,1.0336,"Nov 5, 15",0.476238
2015-11-06,54.98,52.1,54.3,50.54,611989,54.3,51.8,53.9,52.43,593202,-0.7,-1.347,"Nov 6, 15",0.445421
2015-11-09,53.93,54.51,54.23,52.49,709435,55.47,53.22,55.89,54.07,710360,0.01,0.0194,"Nov 9, 15",0.450614
2015-11-10,55.15,53.2,55.2,52.95,319053,55.5,53.9,53.68,51.45,313435,0.04,0.0764,"Nov 10, 15",0.454504
2015-11-11,53.8,54.12,54.99,52.81,327768,52.3,54.58,53.77,51.85,332093,-1.3,-2.5109,"Nov 11, 15",0.405019
2015-11-12,53.7,53.33,53.51,51.88,390285,54.48,53.96,54.41,52.48,392401,1.33,2.6534,"Nov 12, 15",0.459499
2015-11-13,52.66,54.5,53.65,53.2,277748,53.29,55.7,55.1,53.69,290285,-0.56,-1.0634,"Nov 13, 15",0.442949
2015-11-16,53.85,54.9,53.9,53.99,195378,54.01,54.1,53.1,53.57,191198,-0.34,-0.6506,"Nov 16, 15",0.427977
2015-11-17,52.91,53.96,54.68,54,174108,53.58,52.99,53.59,54,169657,0.33,0.6218,"Nov 17, 15",0.426708
2015-11-18,53.06,54.81,54.45,51.67,894653,53.59,53.92,54.07,51.41,862327,0.46,0.8641,"Nov 18, 15",0.455043
2015-11-19,53.39,53.3,54.22,54.44,389110,54.93,53.5,54.4,54.86,394278,0.06,0.1161,"Nov 19, 15",0.442893
2015-11-20,55.61,55,54.07,53.36,217024,54.6,55,54.95,54.36,210869,0.2,0.3839,"Nov 20, 15",0.463583
2015-11-23,55.91,55.42,54.92,52.94,430671,56.6,53.48,56.26,55.22,450003,0.8,1.4358,"Nov 23, 15",0.467203
2015-11-24,57,56.2,56,54.48,267658,55.5,54.2,56,55.11,269133,0.68,1.2797,"Nov 24, 15",0.493202
2015-11-25,55.94,55.69,56.63,54.14,362433,55.56,55.12,57.94,55.43,346613,0.87,1.5399,"Nov 25, 15",0.503797
2015-11-27,58.4,56.3,58.3,57.2,181086,58,57.7,57.25,56.88,185744,0.48,0.8619,"Nov 27, 15",0.535028
2015-11-30,55.55,56.36,56.26,56.58,272734,56.89,58.4,58.42,56.77,277986,-1.7,-3.0524,"Nov 30, 15",0.481266
2015-12-01,58.25,53.71,58.34,52.81,249929,56.39,55.7,57.59,53.26,254027,1.49,2.7323,"Dec 1, 15",0.522313
2015-12-02,59.11,56.5,59.53,57.39,211743,57.92,58.65,58.63,57.09,213898,0.68,1.263,"Dec 2, 15",0.551288
2015-12-03,59.69,59.58,59.8,57.32,541792,59.11,58.27,60,57.51,523999,1.28,2.3448,"Dec 3, 15",0.562397
2015-12-04,61.74,57.99,60.57,59.45,295673,60.45,57.78,60.94,59.37,290049,1.51,2.6061,"Dec 4, 15",0.620347
2015-12-07,60.28,60.18,60.55,60.7,308989,59.76,61.07,60.13,58.4,300356,-0.1,-0.1696,"Dec 7, 15",0.624763
2015-12-08,59.59,58.96,59.94,58.59,242588,62.23,60.17,61.92,60.27,245880,0.42,0.7001,"Dec 8, 15",0.62482
2015-12-09,61.28,61,60.36,59.95,480628,61.89,60.5,62.18,61.02,476013,0.22,0.3786,"Dec 9, 15",0.631124
2015-12-10,59.92,59.9,61.31,58.9,307704,58.57,60.84,61.32,57.1,303930,-2.32,-3.798,"Dec 10, 15",0.568336
2015-12-11,55.9,56.94,57.35,57.07,237458,58.02,57.33,59.52,57.38,243193,-1.59,-2.7503,"Dec 11, 15",0.52769
2015-12-14,56.38,58.35,57.77,56.5,280326,55.42,56.39,56.94,56.9,278160,-0.64,-1.1297,"Dec 14, 15",0.513877
2015-12-15,55.57,56.97,57.21,55.87,283575,57.05,57.49,58.82,56.14,286418,0.19,0.3337,"Dec 15, 15",0.524421
2015-12-16,56.59,58.18,58.19,55.1,277138,57.62,58.12,57.8,54.4,277940,1,1.7594,"Dec 16, 15",0.540737
2015-12-17,59.17,59.27,58.99,57.2,146020,58.27,56.63,60.15,57.1,147830,0.74,1.3684,"Dec 17, 15",0.5673
2015-12-18,56.14,58.17,59.12,56.52,365730,56.62,59.79,58.69,57.78,364526,-1.88,-3.3661,"Dec 18, 15",0.517692
2015-12-21,56.02,55.83,56.7,54.93,122585,56.88,57.91,58.1,56.64,118668,0.01,0.0186,"Dec 21, 15",0.499419
2015-12-22,56.81,58.13,56.53,56.19,79325,57.72,58.15,58.17,57.24,80028,0.62,1.1329,"Dec 22, 15",0.516727
2015-12-23,57.07,56.27,57.2,57.6,81687,57.63,56.06,58.3,56.98,82050,0.84,1.4865,"Dec 23, 15",0.56094
2015-12-24,58.73,58,58.52,58.5,58102,58.2,59,57.09,57.2,55723,-0.11,-0.1982,"Dec 24, 15",0.537168
2015-12-28,56.9,56.66,58.66,57.75,61191,57.77,58.69,58.71,57.44,58903,0.18,0.3265,"Dec 28, 15",0.557495
2015-12-29,58.95,59.65,60.42,59.63,124347,60.15,56.87,59.71,57.03,121527,0.96,1.6722,"Dec 29, 15",0.591504
2015-12-30,59.11,58.31,61.25,60.15,122479,59.58,58.39,60.8,58.93,122164,0.08,0.1389,"Dec 30, 15",0.577932
2015-12-31,58.17,59.77,58.6,58.6,188353,58.09,60.41,58,57.06,189461,-1.45,-2.5655,"Dec 31, 15",0.528443
2016-01-04,55.54,57.14,57.4,54.6,261958,57.19,55.58,56.65,54,257292,-1.44,-2.5393,"Jan 4, 16",0.506524
2016-01-05,55.24,55.02,57.06,54,230626,56.44,56.86,55.76,54.6,227754,-0.24,-0.4567,"Jan 5, 16",0.497471
2016-01-06,57.1,55.36,57.15,56.13,201105,56.83,54.52,55.24,55.86,203008,0.04,0.0736,"Jan 6, 16",0.49305
2016-01-07,54,54.71,53.86,53.63,222031,54.71,55.54,54.04,53.73,219707,-2.02,-3.532,"Jan 7, 16",0.438038
2016-01-08,53.97,54.98,54.34,54.15,306985,54.54,54.97,55.05,53.28,297155,-0.1,-0.195,"Jan 8, 16",0.430581
2016-01-11,55.82,54.31,56.63,51.88,242182,55.01,54.66,54.4,53.36,240219,1.3,2.4729,"Jan 11, 16",0.474734
2016-01-12,53.68,55.94,55.37,52.51,202061,54.2,56.06,57.11,54.42,202349,-0.95,-1.752,"Jan 12, 16",0.441143
2016-01-13,50.69,55.4,56.01,50.18,216129,52.34,55.21,55.44,51.36,217170,-3.17,-5.8293,"Jan 13, 16",0.363458
2016-01-14,51.6,52.09,52.3,49.4,390677,52.9,50.81,53.59,51.1,393542,0.58,1.182,"Jan 14, 16",0.377023
2016-01-15,52.49,49.9,51.3,48.32,240129,52.04,51.68,52.5,47.9,246481,-0.49,-0.9556,"Jan 15, 16",0.363811
2016-01-19,49.21,51.55,51.06,47.2,291711,47.95,52.56,51.46,49.2,288545,-2.76,-5.6074,"Jan 19, 16",0.291617
2016-01-20,49.86,47.79,49.16,45.19,323000,49.06,47.27,50.51,44.01,332759,0.66,1.3982,"Jan 20, 16",0.3059
2016-01-21,50.27,50.12,49.3,47.67,332311,50.04,49.1,50.9,47.43,332585,0.7,1.4808,"Jan 21, 16",0.331337
2016-01-22,50.97,50.32,52,50.76,199820,49.66,49.71,50,48.78,206103,0.39,0.7889,"Jan 22, 16",0.335629
2016-01-25,47.51,49.66,51.23,46.54,285867,46.14,49.72,50.09,45.68,296728,-3.8,-7.8198,"Jan 25, 16",0.2374
2016-01-26,44.59,47.67,47.1,44.11,684373,43.44,47.42,46.6,44.06,668867,-2.47,-5.6005,"Jan 26, 16",0.167511
2016-01-27,41.1,44.57,44.16,41.18,389170,41.9,44.29,44.44,42.08,384385,-2.08,-4.985,"Jan 27, 16",0.111945
2016-01-28,41.04,42.1,40.97,38.16,761126,41.83,42.3,41.08,38.56,754227,-0.91,-2.1677,"Jan 28, 16",0.088906
2016-01-29,41.74,40,42.37,41.54,414591,42.17,41,42.12,40.1,414460,0.59,1.421,"Jan 29, 16",0.101765
2016-02-01,42.2,41.47,41.75,40.69,225790,42.5,41.45,42.94,40.42,223033,0.21,0.5284,"Feb 1, 16",0.110306
2016-02-02,38,41.2,41.8,38.66,333884,39,42,42.37,39.02,335062,-2.8,-6.9775,"Feb 2, 16",0.031662
2016-02-03,40.73,38.97,40.18,37.73,455351,40.05,38.62,40.97,38.39,459649,1.67,4.3174,"Feb 3, 16",0.075463
2016-02-04,41.68,40.12,41.88,39.08,375804,40.87,40.65,42.5,40.79,374809,0.34,0.8595,"Feb 4, 16",0.087036
2016-02-05,33.59,39.91,40.31,32.39,872534,32.12,39.74,40.68,31.83,870677,-7.98,-20.4331,"Feb 5, 16",-0.136474
2016-02-08,30,32.75,32.49,28.59,707464,30,32.61,32.93,29.06,691562,-3.15,-9.6002,"Feb 8, 16",-0.21875
2016-02-09,27.59,29.56,31.9,28.29,908436,27.78,30.26,31.4,28.57,930756,-1.53,-5.3127,"Feb 9, 16",-0.261176
2016-02-10,29.76,28.71,30.82,28,1223337,29.73,29.55,30.72,28,1248973,1.57,5.6052,"Feb 10, 16",-0.21875
2016-02-11,33.99,31.92,36,28.48,2085882,34.43,32.03,35.2,28.95,2097056,4.08,14.007,"Feb 11, 16",-0.105393
2016-02-12,33.4,34.63,34.37,31.53,993250,33.15,33.41,33.92,30.64,978917,-0.8,-2.447,"Feb 12, 16",-0.132171
2016-02-16,33.3,33.69,34.34,30.58,550604,33.8,33.62,33.86,30.57,552125,0.19,0.5817,"Feb 16, 16",-0.121703
2016-02-17,35.67,33.74,35.85,33.64,552137,35.71,33.85,36.24,32.99,555324,2.02,6.2,"Feb 17, 16",-0.06994
2016-02-18,34.72,34.5,36.37,33.81,423830,35.24,35.51,35,34.63,420503,-0.34,-0.992,"Feb 18, 16",-0.07786
2016-02-19,34.46,35.04,36,34.76,241258,34.93,33.86,35,34.61,243715,0.17,0.5206,"Feb 19, 16",-0.075503
2016-02-22,36.78,35.47,36.79,35.75,582899,37.67,36.01,37.36,35.82,584018,2.55,7.612,"Feb 22, 16",-0.0045
2016-02-23,36.97,36.47,38.79,36.32,740857,36.92,37.95,37.95,36.19,726138,-0.07,-0.1971,"Feb 23, 16",-0.006482
2016-02-24,36.84,37.63,37.6,35,337946,37.7,37.26,37.3,35,325777,-0.11,-0.3092,"Feb 24, 16",-0.00924
2016-02-25,39.29,38.4,39.7,38.51,459324,40.38,38.09,40.7,37.29,451103,2.31,6.2268,"Feb 25, 16",0.05244
2016-02-26,42.36,40.86,41.45,40.47,578135,42.33,39.09,40.94,39.82,570260,1.89,5.0208,"Feb 26, 16",0.101894
2016-02-29,41.85,42.52,43.39,41.34,1189763,42.16,42.43,43.06,41.23,1183483,1.09,2.5729,"Feb 29, 16",0.131261
2016-03-01,44.04,43.47,43.85,41.53,1381927,44.27,42.09,44.33,43.23,1421685,1.57,3.9124,"Mar 1, 16",0.180098
2016-03-02,44.57,44.03,44.22,42.25,519299,44.4,43.29,43.8,43.48,527828,-0.15,-0.352,"Mar 2, 16",0.1757
2016-03-03,43.71,42.86,44.42,43.11,555407,45.58,43.71,45.34,43.21,546501,0.58,1.3544,"Mar 3, 16",0.189202
2016-03-04,45,45.66,46.2,43.6,483991,45.18,44.56,46.31,43.56,484871,0.1,0.2354,"Mar 4, 16",0.19256
2016-03-07,45.72,44.69,46.34,43.58,363060,45.15,45.01,46.43,43.47,366769,1.31,3.141,"Mar 7, 16",0.22684
2016-03-08,44.52,45.8,46,44.86,420407,46.68,45.29,46.6,46.16,409500,-0.57,-1.2914,"Mar 8, 16",0.213399
2016-03-09,46.8,45.9,46.89,45.32,239174,45,46,46.14,44.87,239828,0.12,0.2699,"Mar 9, 16",0.217263
2016-03-10,45.15,45.43,47.5,45.1,365775,46.81,46.48,45.3,44.8,375633,0.49,1.084,"Mar 10, 16",0.230944
2016-03-11,46.75,47.45,47.7,45.64,313684,47.71,46.7,46.9,46.8,315528,0.66,1.4267,"Mar 11, 16",0.246287
2016-03-14,46.08,45.9,46.95,45.18,317102,45.82,46.5,46.4,46.37,313229,-0.6,-1.3372,"Mar 14, 16",0.226824
2016-03-15,45.41,46.16,46.12,43.76,389828,44.9,46.34,46.79,43.75,382593,-1.06,-2.3373,"Mar 15, 16",0.20083
2016-03-16,46.01,43.88,45.77,44.92,270787,45.18,44.46,46.19,44.84,274790,0.05,0.1158,"Mar 16, 16",0.201572
2016-03-17,45.54,44.72,45.11,43.33,234454,44.77,45.05,46.16,43.83,235393,0.24,0.5229,"Mar 17, 16",0.210329
2016-03-18,47.43,46.86,46.05,45.91,645031,47.69,46.78,47.14,44.8,620731,1.38,3.0795,"Mar 18, 16",0.245476
2016-03-21,47.63,46.28,48.7,47.17,440629,46.43,45.93,47.74,46.98,437007,0.7,1.5708,"Mar 21, 16",0.268029
2016-03-22,47.4,46.75,48.8,46.83,311801,47.03,46.22,48.78,47.29,300266,0.59,1.307,"Mar 22, 16",0.28772
2016-03-23,47.1,48.45,48.49,46.34,373203,46,48.29,47.82,46.4,375105,-1.65,-3.5863,"Mar 23, 16",0.231461
2016-03-24,45.77,45.83,46.79,46.12,282701,45.17,47.32,46.78,44.28,279170,-0.49,-1.0581,"Mar 24, 16",0.221824
2016-03-28,46.69,45.22,48.54,45.52,191166,47.09,47.19,47.65,44.91,189450,1.26,2.771,"Mar 28, 16",0.262058
2016-03-29,46.26,46.75,48.15,46,413747,47.76,47.66,48.02,46.57,423221,-0.43,-0.8984,"Mar 29, 16",0.240859
2016-03-30,44.98,46.9,45.96,45.6,507748,46.07,47,46.54,45.7,505142,-0.76,-1.6965,"Mar 30, 16",0.227694
2016-03-31,43.71,45.98,47.14,41.8,1015189,45.49,46.19,46.18,43.4,1020689,-1.39,-3.048,"Mar 31, 16",0.186089
2016-04-01,43.74,44.7,44.12,43,291529,44.35,45.1,45.18,44.43,300904,-0.49,-1.1239,"Apr 1, 16",0.175272
2016-04-04,43.92,43.72,43.45,42.99,373865,42.96,43.02,43.92,43.36,378037,-0.29,-0.6541,"Apr 4, 16",0.170732
2016-04-05,43.04,43.62,42.55,41.79,510609,42.02,44.42,42.62,42.25,494892,-0.92,-2.175,"Apr 5, 16",0.141391
2016-04-06,45.89,42.51,44.13,41,508382,45.5,42.03,45.53,42,506127,1.97,4.6469,"Apr 6, 16",0.192317
2016-04-07,43.55,45.15,44.81,42.71,234385,41.97,44.7,44.75,41.92,243065,-2.07,-4.8348,"Apr 7, 16",0.137929
2016-04-08,42.63,42.53,44.95,43.21,360232,42.3,42.39,44.01,42.33,368779,0.27,0.6647,"Apr 8, 16",0.145814
2016-04-11,43.15,44.19,45.11,42.37,404009,41.85,43.59,43.4,42.64,405148,-0.65,-1.5395,"Apr 11, 16",0.12616
2016-04-12,41.31,42.74,43.13,39.24,571312,40.94,41.6,43.6,40.04,557493,-1.98,-4.5792,"Apr 12, 16",0.07435
2016-04-13,42.49,40.12,41.95,41.25,352669,40.72,39.88,41.47,40.73,362465,1.05,2.675,"Apr 13, 16",0.104231
2016-04-14,42.29,40.22,41.8,40.62,238595,41.38,41.29,42.2,39.82,238503,0.22,0.5284,"Apr 14, 16",0.112426
2016-04-15,42.94,41.77,43.62,42.1,241241,42.81,42.84,42.65,41.8,246483,1.27,3.1635,"Apr 15, 16",0.143892
2016-04-18,44.15,42.91,44.7,42.47,508344,44.83,42.82,44.62,42.45,506891,1.48,3.5507,"Apr 18, 16",0.183256
2016-04-19,44.59,44.11,45.4,44.04,178711,44.22,45.5,45.7,42.73,182419,-0.67,-1.5321,"Apr 19, 16",0.167353
2016-04-20,44.79,43.54,45.74,43.7,120860,44.82,44.33,45.97,44.44,117339,0.77,1.8079,"Apr 20, 16",0.187755
2016-04-21,45.87,45.87,47.66,43.7,456242,46.1,45.87,47.69,44.5,456866,1.59,3.6199,"Apr 21, 16",0.228496
2016-04-22,46.16,46.21,47.34,46.14,303072,45.77,46.36,46.61,45.54,299030,-0.33,-0.7564,"Apr 22, 16",0.22041
2016-04-25,46.24,45.29,47.09,44.79,164372,44.69,46.89,45.17,45.71,165355,-0.45,-1.0259,"Apr 25, 16",0.208074
2016-04-26,46.45,44.74,45.7,45,296414,45.29,46.2,46.86,46,305961,0.15,0.3445,"Apr 26, 16",0.212925
2016-04-27,46.19,46.18,45.14,45.2,141036,46.51,45.93,45.32,45,139181,0.51,1.1485,"Apr 27, 16",0.226858
2016-04-28,46.28,46.03,47.21,46.02,219049,47.1,46.66,46.45,44.48,222778,0.03,0.0667,"Apr 28, 16",0.228823
2016-04-29,44.59,45.4,47.01,44.94,222327,46.21,46.47,47.21,46.12,222712,-0.78,-1.6957,"Apr 29, 16",0.201715
2016-05-02,47.79,46.24,49.35,46.27,441064,48.82,46.59,47.37,45.29,434818,3,6.7339,"May 2, 16",0.281583
2016-05-03,46,47.23,48.35,45.48,395853,48,48.18,47.37,46.55,397425,-1.44,-3.098,"May 3, 16",0.244165
2016-05-04,47.85,46.7,47.93,45.73,682036,47.27,46.3,48.3,46.28,682517,0.44,0.9938,"May 4, 16",0.265232
2016-05-05,43.98,48.72,48.78,43.68,704902,45.33,47.97,48.84,44.39,691094,-2.59,-5.6469,"May 5, 16",0.191903
2016-05-06,45.09,43.92,46.78,44.45,318211,45.29,44.75,45.57,43.12,307319,0.83,1.9451,"May 6, 16",0.209285
2016-05-09,43.81,45.3,46.86,42.93,366640,45.02,46.46,46.1,43.65,358914,-1.63,-3.6408,"May 9, 16",0.170449
2016-05-10,45.2,43.52,46.1,42.19,373685,44.97,44.74,45.8,42.23,362288,1.32,3.0681,"May 10, 16",0.207964
2016-05-11,46.61,46,46.28,44.7,242501,45.53,46,45.42,45,248298,0.66,1.5356,"May 11, 16",0.219006
2016-05-12,45.04,45,47.23,44.31,229555,45.03,47,46.92,45.74,232554,-0.61,-1.4082,"May 12, 16",0.202874
2016-05-13,45.4,44.2,45.96,44.13,282842,45.3,46.07,46.39,46.08,273686,0.04,0.0928,"May 13, 16",0.201695
2016-05-16,47.35,45.84,47.7,44.9,174882,46.85,45.97,45.92,45.1,173594,0.85,1.94,"May 16, 16",0.234863
2016-05-17,45.7,46.28,47.34,44.51,232398,45.6,45.43,46.6,45.02,228287,-0.64,-1.3849,"May 17, 16",0.212628
2016-05-18,45.2,45.66,46.7,44.53,158779,44.95,44.52,45.7,45.72,157363,-0.34,-0.7738,"May 18, 16",0.199668
2016-05-19,44.33,44.52,44.99,44.33,131960,45.65,45.47,46.18,45.76,129847,-0.19,-0.4177,"May 19, 16",0.19776
2016-05-20,46.3,45.97,48.74,44.97,234886,46.88,46.27,46.89,44.59,238311,1.74,3.8935,"May 20, 16",0.238472
2016-05-23,44.59,45.71,47.63,44.8,446122,45.61,45.29,47.56,44.5,446735,-1.87,-3.9809,"May 23, 16",0.195939
2016-05-24,47.17,45.35,47.27,45.03,323228,46.62,45.35,46.98,45.39,316374,1.61,3.6696,"May 24, 16",0.234862
2016-05-25,46.85,46.49,47.42,45.5,209389,46.97,47.09,47.71,45.4,210792,0.07,0.158,"May 25, 16",0.24212
2016-05-26,46.57,46.48,47.58,44.7,287867,47.15,45.35,47.54,46.83,286684,0.16,0.345,"May 26, 16",0.246467
2016-05-27,47.14,46.68,48,46.98,260799,47.04,45.93,47.98,45.66,263890,1.07,2.3152,"May 27, 16",0.278685
2016-05-31,48.86,47.72,48.52,48.24,506337,49.42,49.12,49.99,47.01,518479,1.04,2.261,"May 31, 16",0.304894
2016-06-01,51.14,48.46,50.96,49.87,947495,51.74,48.07,52.66,49.63,982171,2.9,6.0028,"Jun 1, 16",0.377795
2016-06-02,54,51.93,54,51.68,346047,53,51.95,52,50.21,337250,1.4,2.8121,"Jun 2, 16",0.417059
2016-06-03,52.48,51.86,53.25,51.46,609234,52.25,53.21,52.85,52.93,606677,-0.13,-0.25,"Jun 3, 16",0.421191
2016-06-06,53.69,52.83,53.66,51.67,281741,54.28,53.28,53.69,53.06,282184,-0.03,-0.0588,"Jun 6, 16",0.416041
2016-06-07,53.83,52.83,54.45,52.4,345059,52.99,53.9,55.68,52.57,347501,0.4,0.7878,"Jun 7, 16",0.42291
2016-06-08,52.63,54.51,53.34,52.51,345572,54.44,53.2,54.64,52.41,350113,-0.09,-0.1802,"Jun 8, 16",0.434526
2016-06-09,50.94,51.6,53.28,49.53,513599,51.68,52,54.14,50.83,537370,-2.75,-5.296,"Jun 9, 16",0.347065
2016-06-10,49.43,49.94,51.71,50.5,313599,49.82,50.8,52.56,49.08,318151,-0.42,-0.86,"Jun 10, 16",0.344174
2016-06-13,49.8,50.56,50.77,48.26,548398,50.37,50.15,51.44,48.1,559519,-0.78,-1.643,"Jun 13, 16",0.32018
2016-06-14,48.54,49.63,49.52,48.17,245818,50.58,49.86,49.6,49.39,243855,-0.07,-0.147,"Jun 14, 16",0.317738
2016-06-15,49.41,48.98,51.45,48.8,202838,48.95,49.26,50.28,49.8,201760,0.23,0.4713,"Jun 15, 16",0.323593
2016-06-16,47.8,49.08,49.4,48.78,239193,49.8,49.11,50.7,48.49,240774,-0.88,-1.7345,"Jun 16, 16",0.303736
2016-06-17,47.12,49.3,50.1,47.23,458178,47.08,49.3,50.1,46,449069,-0.99,-2.0805,"Jun 17, 16",0.272502
2016-06-20,47.7,48.41,50.8,47.83,243721,48,47.78,49.05,47.68,240426,0.96,2.159,"Jun 20, 16",0.292464
2016-06-21,48,50.03,47.9,46.61,223926,48.4,47.84,47.99,47.98,222341,-1,-2.2026,"Jun 21, 16",0.2647
2016-06-22,47.48,48.25,48.63,46.46,436283,46.62,47.42,47.34,47.75,429295,-0.19,-0.412,"Jun 22, 16",0.266203
2016-06-23,49.75,47.33,50.35,48.87,337399,50.75,48.45,48.74,47.41,338782,2.34,5.034,"Jun 23, 16",0.324161
